date,Revenue,COGS,day_of_week,day_of_month,day_of_year,week_of_year,month,quarter,year,is_weekend,time_index,revenue_lag_1,cogs_lag_1,revenue_lag_7,cogs_lag_7,revenue_lag_14,cogs_lag_14,revenue_lag_28,cogs_lag_28,revenue_lag_30,cogs_lag_30,revenue_lag_60,cogs_lag_60,revenue_lag_90,cogs_lag_90,revenue_lag_365,cogs_lag_365,revenue_roll_mean_7,revenue_roll_std_7,cogs_roll_mean_7,revenue_roll_mean_14,revenue_roll_std_14,cogs_roll_mean_14,revenue_roll_mean_28,revenue_roll_std_28,cogs_roll_mean_28,revenue_roll_mean_30,revenue_roll_std_30,cogs_roll_mean_30,revenue_roll_mean_60,revenue_roll_std_60,cogs_roll_mean_60,revenue_roll_mean_90,revenue_roll_std_90,cogs_roll_mean_90,revenue_ewm_7,revenue_ewm_30,active_campaigns,active_promo_types,active_promo_channels,active_promo_categories
2016-07-17,4362617.65,4257377.15,6,17,199,28,7,3,2016,1,1474,4146739.21,3932641.54,4008532.54,3789183.06,6426683.62,6344095.57,7908073.31,6297385.32,5423957.08,4250810.07,8416389.92,6811181.17,7930420.94,6496267.7,4352743.94,4230281.82,4567717.601428571,779569.2575565529,4434209.1742857145,4112966.165,1301214.1530823957,4025360.637857143,6505036.19,2939570.2082810113,6029908.43,6514910.716666667,2854951.9862454617,5980354.485666666,7845487.029833333,3402810.0046438295,6688510.806833332,8286077.697888888,3424095.428392411,6914147.216333333,4684550.410767611,6047839.263572844,1.0,1.0,1.0,0.0
2016-07-18,4037086.77,4032049.3,0,18,200,29,7,3,2016,0,1475,4362617.65,4257377.15,4094198.38,3954521.72,1386571.93,1325944.63,7266335.58,5841977.09,7882351.1,6322388.46,11212790.37,9063577.59,9299472.01,7665794.67,4734057.3,4244345.55,4618301.188571429,748090.5165928684,4501094.044285714,3965532.881428572,1123722.6224025723,3876309.322142857,6378412.77357143,2953224.7132403823,5957050.995357143,6479532.735666666,2875439.4688435583,5980573.388333334,7777924.1586666675,3431406.3042054344,6645947.4065000005,8246435.439111113,3448823.01528944,6889270.654666668,4604067.220575709,5939115.288503628,1.0,1.0,1.0,0.0
2016-07-19,4972014.76,4468539.05,1,19,201,29,7,3,2016,0,1476,4037086.77,4032049.3,4373623.08,4271906.38,2748779.52,2677876.06,8500049.69,6752198.15,7908073.31,6297385.32,10058131.11,8217262.68,11470503.55,9220652.39,4593431.52,3967198.09,4610142.387142858,755038.3003767332,4512169.412857143,4154855.3700000006,844350.5115113435,4069602.5128571433,6263082.458928571,2980196.661728746,5892410.717142857,6351357.258,2896378.1566910516,5904228.749666667,7658329.098666667,3434707.6554450816,6562088.601666666,8187964.492000001,3475276.838911735,6848895.706111111,4462322.107931782,5816403.771180814,1.0,1.0,1.0,0.0
2016-07-20,5743038.13,4989427.8,2,20,202,29,7,3,2016,0,1477,4972014.76,4468539.05,3978100.94,3903887.84,2703265.31,2729115.94,10283795.21,8167871.69,7266335.58,5841977.09,7447083.47,5895652.1,9681621.65,7780628.47,6205610.6,5212906.4,4695626.912857143,757666.8147284432,4540259.794285714,4313657.887142858,764888.4303841714,4197507.012142858,6137081.211428572,2956604.31136529,5810851.463571428,6253488.639666666,2891563.5863112533,5843267.207333333,7573560.492833333,3437238.4364324836,6499609.8745,8115759.061,3473818.470798346,6796094.446777778,4589745.270948837,5761927.060782052,1.0,1.0,1.0,0.0
2016-07-21,6234589.1,5454135.01,3,21,203,29,7,3,2016,0,1478,5743038.13,4989427.8,5834657.65,5776926.66,4517288.27,4518370.11,9872888.2,7950198.34,8500049.69,6752198.15,7687940.04,6156525.22,6442191.99,5276646.93,7003315.42,5699625.87,4947760.797142858,772612.481528479,4695336.931428571,4530784.517142857,701397.1792590731,4358957.859285714,5974911.315714286,2843083.897613771,5697335.610357143,6202712.057999999,2886534.8047840344,5814848.897666667,7545159.737166667,3445331.637803715,6484506.136166667,8071997.021888889,3478675.7019161303,6765081.106,4878068.485711628,5760708.420086436,1.0,1.0,1.0,0.0
2016-07-22,6429688.49,5405412.2,4,22,204,29,7,3,2016,0,1479,6234589.1,5454135.01,5538171.41,5410397.02,3773827.56,3763622.72,7881916.83,6508523.99,10283795.21,8167871.69,8645211.05,7045764.67,8225755.2,6488166.41,6241579.84,5041557.0,5004893.861428572,859076.250386147,4649223.838571428,4653448.862142857,836088.4369096246,4425798.209285715,5844972.062142857,2739592.1175957955,5608190.491428571,6127196.705,2853809.257646882,5771580.126333333,7520937.2215,3449417.2952682194,6472799.632666666,8069690.323111111,3479837.199847153,6767053.195777778,5217198.63928372,5791281.367177634,1.0,1.0,1.0,0.0
2016-07-23,5794840.19,4693760.16,5,23,205,29,7,3,2016,1,1480,6429688.49,5405412.2,4146739.21,3932641.54,4051086.89,3956559.68,6886227.09,6096912.54,9872888.2,7950198.34,8183351.87,6580079.91,8005992.5,6468446.01,4815209.73,3864863.25,5132253.444285714,1005002.7835982981,4648511.721428571,4843153.214285715,918403.1111588415,4543068.886428571,5793106.764285714,2713220.604194608,5568793.641785714,5998726.481,2744911.5511564193,5679498.143333334,7484011.845500001,3449036.524974351,6445460.424833332,8049734.026333333,3484079.6253086366,6755022.593444445,5520321.10196279,5832468.923488755,0.0,0.0,0.0,0.0
2016-07-24,4992598.4,3988427.93,6,24,206,29,7,3,2016,1,1481,5794840.19,4693760.16,4362617.65,4257377.15,4008532.54,3789183.06,6698524.32,6144242.3,7881916.83,6508523.99,9916196.12,7860116.29,11068078.01,8923524.58,4869837.46,3980424.09,5367696.441428572,925556.8256940604,4757242.952857142,4967707.021428571,920960.3472239388,4595726.063571429,5754128.660714285,2704761.46710558,5518681.056785715,5862791.547333333,2645619.24630035,5570950.204,7444203.3175,3454607.4990170044,6414021.7623333335,8025165.667333333,3492178.214796332,6735303.861777777,5588950.873972093,5830041.2632636735,0.0,0.0,0.0,0.0
2016-07-25,6602810.86,5210533.01,0,25,207,30,7,3,2016,0,1482,4992598.4,3988427.93,4037086.77,4032049.3,4094198.38,3954521.72,6871506.56,6833479.69,6886227.09,6096912.54,12748857.56,10440320.85,11387120.36,9133066.32,5323996.74,4436550.96,5457693.691428572,838028.5649650507,4718821.635714286,5037997.4399999995,878706.0849631754,4609957.840000001,5693202.734999999,2701912.519468155,5441687.686428571,5766480.933,2622067.043706196,5486947.002,7362143.3555,3453369.8928106674,6349493.623,7957660.338333333,3491417.236343059,6680469.454555555,5439862.755479069,5776012.691440212,0.0,0.0,0.0,0.0
2016-07-26,7851989.46,6298482.2,1,26,208,30,7,3,2016,0,1483,6602810.86,5210533.01,4972014.76,4468539.05,4373623.08,4271906.38,8247984.99,8163713.72,6698524.32,6144242.3,10645860.16,8560911.95,16379722.53,13128158.81,5603376.79,4431670.86,5824225.704285714,654026.0626288578,4887176.451428571,5217184.045714286,925950.3063247855,4699672.9321428565,5683606.46,2698046.9799084524,5383725.305000001,5757033.725333334,2618401.530466388,5457401.017666667,7259709.243833333,3381280.43258082,6262330.492333334,7904501.343888888,3474998.320764887,6636885.75111111,5730599.781609302,5829354.50876665,0.0,0.0,0.0,0.0
2016-07-27,7880563.86,6294203.51,2,27,209,30,7,3,2016,0,1484,7851989.46,6298482.2,5743038.13,4989427.8,3978100.94,3903887.84,13343751.12,13303063.47,6871506.56,6833479.69,7818417.53,6306590.85,17388183.19,13978683.94,6826651.55,5538901.92,6235650.661428572,891363.1350816019,5148596.901428572,5465638.787142857,1127023.972713237,4844428.347857143,5669463.762500001,2685113.9695860497,5317109.893571429,5795482.563333333,2641073.8167736544,5462542.347666667,7213144.732166667,3352977.596674039,6224623.329833333,7809748.754222223,3355516.914349883,6561000.455444445,6260947.201206977,5959847.086265576,0.0,0.0,0.0,0.0
2016-07-28,10561338.25,8364736.75,3,28,210,30,7,3,2016,0,1485,7880563.86,6294203.51,6234589.1,5454135.01,5834657.65,5776926.66,11824115.33,11686500.64,8247984.99,8163713.72,6277386.71,4980964.03,16966030.5,13610990.42,9470985.24,7602775.68,6541011.4799999995,1047021.581246758,5334993.431428572,5744386.138571428,1210329.6599162135,5015165.181428571,5474349.931785715,2273795.436924777,5066793.466428571,5829117.806666668,2661595.6631460455,5444566.475,7214180.504333333,3353177.33416482,6224416.8741666665,7704108.539444446,3196467.7950247633,6475617.339555555,6665851.365905233,6083764.297474248,0.0,0.0,0.0,0.0
2016-07-29,9786083.49,8009568.05,4,29,211,30,7,3,2016,0,1486,10561338.25,8364736.75,6429688.49,5405412.2,5538171.41,5410397.02,10173764.85,10138330.52,13343751.12,13303063.47,15902645.06,12868500.26,12874790.56,10476104.29,10296776.67,9762134.91,7159118.501428572,1824475.439800779,5750793.68,6082006.181428571,1768152.64536452,5200008.759285714,5429250.750357143,2152474.1399669354,4948159.041785714,5906229.582,2765571.948359903,5451267.242666666,7285579.696666667,3378406.2723153657,6280813.086166666,7632945.292222223,3056167.0033667088,6417325.632111111,7639723.086928925,6372640.036346878,0.0,0.0,0.0,0.0
2016-07-30,6346290.87,5035247.55,5,30,212,30,7,3,2016,1,1487,9786083.49,8009568.05,5794840.19,4693760.16,4146739.21,3932641.54,8800553.93,8597989.65,11824115.33,11686500.64,15273734.62,12146387.51,11553720.73,9387796.08,8227312.7,8001039.19,7638603.501428572,2030262.6938260114,6122815.944285714,6385428.472857143,2014910.7698735667,5385663.832857144,5415404.9875,2121853.8597917245,4872131.810714285,5787640.661,2499088.782893858,5274817.395333334,7183637.003833334,3201639.602452546,6199830.882666666,7598626.324777778,3013689.7613637378,6389919.67388889,8176313.187696693,6592862.194647079,0.0,0.0,0.0,0.0
2016-07-31,11015269.56,8901256.98,6,31,213,30,7,3,2016,1,1488,6346290.87,5035247.55,4992598.4,3988427.93,4362617.65,4257377.15,6426683.62,6344095.57,10173764.85,10138330.52,15027967.48,12020718.26,8891959.72,7094979.67,7969399.16,8307674.69,7717382.170000001,1956142.7126736138,6171599.857142857,6542539.305714287,1909943.194489402,5464421.405,5327752.735357143,2025333.2249032692,4744891.021428572,5605046.5123333335,2228272.429109129,5053108.959000001,7034846.274666667,3021679.9142287103,6081311.883333334,7540765.993,2986770.983379974,6341558.023555555,7718807.60827252,6576954.367250495,0.0,0.0,0.0,0.0
2016-08-01,10793582.2,8684114.27,0,1,214,31,8,3,2016,0,1489,11015269.56,8901256.98,6602810.86,5210533.01,4037086.77,4032049.3,1386571.93,1325944.63,8800553.93,8597989.65,15450407.81,12454831.83,6609488.85,5263847.33,5808782.79,6999844.19,8577763.764285715,1880991.985781385,6873432.578571429,7017728.727857143,2139634.526052972,5796127.107142857,5491630.804642857,2286364.946712445,4836218.214642857,5633096.669333333,2292149.0019633756,5011873.174333333,6967967.976,2882994.6802553604,6029320.862000001,7564358.324555556,3005888.6727550863,6361627.7714444455,8542923.09620439,6863297.282911753,0.0,0.0,0.0,0.0
2016-08-02,9744357.22,7715286.95,1,2,215,31,8,3,2016,0,1490,10793582.2,8684114.27,7851989.46,6298482.2,4972014.76,4468539.05,2748779.52,2677876.06,6426683.62,6344095.57,14905219.23,12099283.96,6041365.35,4874007.55,4720575.96,6451104.36,9176445.384285714,1813342.2040745092,7369658.472857142,7500335.544285715,2177270.326640169,6128417.462142857,5827595.457142858,2351046.2869871734,5099009.9875,5699530.944999999,2412824.102892127,5014743.995000001,6890354.215833333,2708148.238950999,5966475.5693333335,7610848.250666668,3023260.4439994055,6399630.737444445,9105587.872153293,7116864.051756157,0.0,0.0,0.0,0.0
2016-08-03,9904285.99,7903743.51,2,3,216,31,8,3,2016,0,1491,9744357.22,7715286.95,7880563.86,6294203.51,5743038.13,4989427.8,2703265.31,2729115.94,1386571.93,1325944.63,3543917.94,2852864.04,6026491.95,4682705.07,2658117.34,3894709.67,9446783.635714287,1721724.9422665949,7572059.151428572,7841217.148571429,2123911.531500674,6360328.026428572,6077437.517857143,2383231.7690848764,5278917.519285714,5810120.065,2520911.5371894967,5060450.374333333,6804339.849,2525038.378088088,5893408.9525,7651992.604777778,3026856.3013228592,6431200.508555557,9265280.20911497,7286379.740029953,0.0,0.0,0.0,0.0
2016-08-04,9495153.07,7445312.45,3,4,217,31,8,3,2016,0,1492,9904285.99,7903743.51,10561338.25,8364736.75,6234589.1,5454135.01,4517288.27,4518370.11,2748779.52,2677876.06,5281645.29,4151357.66,5884185.84,4692160.58,2978173.12,4001425.35,9735886.797142858,1578882.527487927,7801993.437142857,8138449.138571429,2098718.370550666,6568493.434285714,6334616.827857143,2394145.688274297,5463725.646785715,6094043.867000001,2484926.205316723,5279710.336999999,6910345.983166667,2519343.4269155124,5977590.277,7695079.205222221,3031054.5301838554,6466989.824555556,9425031.654336229,7455276.917447377,0.0,0.0,0.0,0.0
2016-08-05,5608281.75,4405172.77,4,5,218,31,8,3,2016,0,1493,9495153.07,7445312.45,9786083.49,8009568.05,6429688.49,5405412.2,3773827.56,3763622.72,2703265.31,2729115.94,5164395.26,4100125.08,5016235.82,3962154.52,2558707.18,3656184.22,9583574.62857143,1536847.9572995924,7670647.10857143,8371346.5649999995,2051577.8156803853,6710720.394285714,6512397.713571428,2438605.7310290625,5568259.301785714,6318922.985333334,2477001.25188791,5438624.883333334,6980571.112833333,2531868.2539285524,6032489.523499999,7735201.0633333335,3030713.5691528157,6497580.400888888,9442562.008252172,7586881.830515289,0.0,0.0,0.0,0.0
2016-08-06,3417126.9,2778007.61,5,6,219,31,8,3,2016,1,1494,5608281.75,4405172.77,6346290.87,5035247.55,5794840.19,4693760.16,4051086.89,3956559.68,4517288.27,4518370.11,6484605.21,5302528.24,4730903.12,3759762.75,1981109.04,2648627.83,8986745.808571428,2138532.24634409,7155733.497142857,8312674.655,2121917.266723483,6639274.720714285,6577913.934642858,2386388.999143586,5591171.803571428,6415756.866666666,2385887.0061454037,5494493.444333333,6987969.221,2527115.5054876353,6037573.651666667,7741779.351444445,3025383.4761601877,6502502.825888888,8483991.943689128,7459230.212417528,0.0,0.0,0.0,0.0
2016-08-07,4427581.45,3417549.23,6,7,220,31,8,3,2016,1,1495,3417126.9,2778007.61,11015269.56,8901256.98,4992598.4,3988427.93,4008532.54,3789183.06,3773827.56,3763622.72,8622987.0,7158408.04,7307039.01,5990848.79,1709563.14,2428463.02,8568293.812857144,2894329.4850157793,6833270.648571429,8142837.991428572,2413997.674858529,6502435.252857142,6555272.506428571,2414097.3491105423,5549080.658214286,6379084.821,2424220.4639214566,5436481.3610000005,6936844.5825,2568166.1654245504,5995498.3078333335,7727181.837888888,3043191.3063460262,6491594.4354444435,7217275.682766845,7198449.353551881,0.0,0.0,0.0,0.0
2016-08-08,4350104.4,3457274.61,0,8,221,32,8,3,2016,0,1496,4427581.45,3417549.23,10793582.2,8684114.27,6602810.86,5210533.01,4094198.38,3954521.72,4051086.89,3956559.68,6719422.7,5484927.09,6636687.87,5216849.07,2122689.02,2864218.57,7627195.511428571,3033727.231232801,6049883.827142858,8102479.637857144,2474676.6781241857,6461658.202857143,6570238.538928571,2398975.8275527447,5535808.021428572,6400876.617333334,2402837.79363126,5424945.578,6866921.156666666,2578572.518734091,5933150.660999999,7695187.865,3062731.5845327387,6463002.218111111,6519852.124575133,7019683.682354986,0.0,0.0,0.0,0.0
2016-08-09,5367433.58,4307308.14,1,9,222,32,8,3,2016,0,1497,4350104.4,3457274.61,9744357.22,7715286.95,7851989.46,6298482.2,4373623.08,4271906.38,4008532.54,3789183.06,5856690.47,4774033.93,8452886.26,6878143.05,2341717.61,3233525.06,6706698.682857143,2886841.5870495318,5303192.447142857,7941572.033571429,2646930.8275963576,6336425.46,6579378.039642857,2389662.748907071,5518049.196071429,6410843.867666666,2393355.9540074775,5408302.742333334,6827432.518333333,2598931.291004392,5899356.453,7669781.382,3081040.1910626246,6443451.390777777,5977415.1934313495,6847452.7609127285,0.0,0.0,0.0,0.0
2016-08-10,6219835.93,4989664.4,2,10,223,32,8,3,2016,0,1498,5367433.58,4307308.14,9904285.99,7903743.51,7880563.86,6294203.51,3978100.94,3903887.84,4094198.38,3954521.72,5949391.29,4761365.56,10736290.28,8789857.02,2434219.28,3451194.49,6081423.877142857,2576580.6682869033,4816338.331428572,7764103.756428571,2735217.47649233,6194198.741428571,6614871.271785715,2362918.458565265,5519313.544642857,6456140.569,2358933.7197697144,5425573.578333333,6819278.236833334,2602793.33228116,5891577.689833333,7635498.574444445,3089383.315097994,6414886.558444444,5824919.790073512,6751967.652466746,0.0,0.0,0.0,0.0
2016-08-11,6515630.05,5260377.53,3,11,224,32,8,3,2016,0,1499,6219835.93,4989664.4,9495153.07,7445312.45,10561338.25,8364736.75,5834657.65,5776926.66,4373623.08,4271906.38,6087764.33,4901187.37,9817523.43,7817935.3,3555473.95,4878289.67,5555073.868571429,1970540.5554032726,4400041.315714286,7645480.332857144,2765621.2168969754,6101017.376428572,6694933.235714286,2307599.1673417063,5558091.278928571,6526995.154,2317094.928669414,5460078.334333333,6823785.6475,2601495.2137326663,5895382.6705,7585315.748333334,3075098.0397183187,6372662.1959999995,5923648.825055134,6717636.573597924,0.0,0.0,0.0,0.0
2016-08-12,6119372.31,4890673.79,4,12,225,32,8,3,2016,0,1500,6515630.05,5260377.53,5608281.75,4405172.77,9786083.49,8009568.05,5538171.41,5410397.02,3978100.94,3903887.84,6889883.95,5491827.46,7446413.22,6064015.7,2921138.79,3979730.24,5129427.722857143,1112684.5957379267,4087907.7557142857,7356501.175714285,2646300.7303750385,5879277.432142858,6719253.678571428,2301777.813398329,5539643.095714285,6598395.386333333,2281175.713399352,5493027.372666667,6830916.742833333,2600029.4809886003,5901369.173166666,7548628.04411111,3067855.4991509584,6344244.887444445,6071644.13129135,6704603.894656124,0.0,0.0,0.0,0.0
2016-08-13,4911652.24,4032826.41,5,13,226,32,8,3,2016,1,1501,6119372.31,4890673.79,3417126.9,2778007.61,6346290.87,5035247.55,4146739.21,3932641.54,5834657.65,5776926.66,9141001.7,7338757.88,6413929.56,4998345.42,2842163.51,3979723.24,5202440.659999999,1164887.3293818138,4157265.0442857146,7094593.234285714,2567624.9884057287,5656499.270714285,6740010.853571429,2293337.59692158,5521081.551785715,6669771.098666667,2229270.808409148,5525920.2376666665,6818074.882166667,2601635.6275178227,5891349.945333334,7533883.145111112,3071539.1273514554,6331207.755111111,6083576.175968512,6666847.018226697,0.0,0.0,0.0,0.0
2016-08-14,4133214.74,3276890.85,6,14,227,32,8,3,2016,1,1502,4911652.24,4032826.41,4427581.45,3417549.23,11015269.56,8901256.98,4362617.65,4257377.15,5538171.41,5410397.02,9864183.86,7853426.55,7701732.93,5993216.92,2655077.08,3723026.61,5415944.28,886933.0164688131,4336524.872857143,6992119.0464285705,2627712.321535913,5584897.760714285,6767329.176071429,2265691.532605855,5524659.582857144,6639004.251666666,2247488.799882767,5467783.562666667,6747585.7245,2594917.7948916536,5836251.0875,7517191.174888889,3081758.773497126,6320479.76611111,5790595.191976383,6553608.645437879,0.0,0.0,0.0,0.0
2016-08-15,5605211.59,4497185.08,0,15,228,33,8,3,2016,0,1503,4133214.74,3276890.85,4350104.4,3457274.61,10793582.2,8684114.27,4037086.77,4032049.3,4146739.21,3932641.54,10058421.18,8220535.81,8631034.09,6848845.3,2851597.29,3843042.72,5373891.892857143,946577.7147551874,4316430.818571429,6500543.702142858,2455259.3767524813,5183157.322857142,6759136.214999999,2275104.483677034,5489642.215000001,6592172.3626666665,2285534.138272212,5396666.690333334,6652069.572500001,2583705.967165718,5759975.492500001,7477540.972777778,3102246.112110632,6290298.365333334,5376250.078982288,6397454.199925758,0.0,0.0,0.0,0.0
2016-08-16,5622571.31,4439845.57,1,16,229,33,8,3,2016,0,1504,5605211.59,4497185.08,5367433.58,4307308.14,9744357.22,7715286.95,4972014.76,4468539.05,4362617.65,4257377.15,5423957.08,4250810.07,8416389.92,6811181.17,2804909.03,3580539.39,5553192.92,832304.2496428307,4464989.457142858,6129945.801428571,2127051.456530302,4884090.952142857,6815140.672857143,2224350.7416708795,5506254.207142857,6640788.108666668,2246908.728245211,5415484.808333334,6577849.412666666,2547909.80268793,5697919.647,7443920.722777777,3105998.537998999,6264168.807333334,5433490.4567367155,6346341.773478935,0.0,0.0,0.0,0.0
2016-08-17,5481191.48,4224740.02,2,17,230,33,8,3,2016,0,1505,5622571.31,4439845.57,6219835.93,4989664.4,9904285.99,7903743.51,5743038.13,4989427.8,4037086.77,4032049.3,7882351.1,6322388.46,11212790.37,9063577.59,3797369.86,5081331.41,5589641.167142858,828390.9794901945,4483923.375714286,5835532.522142857,1856308.8508989678,4650130.853571429,6838374.835357143,2207721.0590311536,5505229.44,6682786.564,2214397.6752599603,5421567.089,6581159.649833333,2546513.8971463265,5701070.238666667,7412878.293777779,3110128.589658259,6237820.634,5480760.670052537,6299646.904867391,0.0,0.0,0.0,0.0
2016-08-18,9528740.46,7920089.68,3,18,231,33,8,3,2016,0,1506,5481191.48,4224740.02,6515630.05,5260377.53,9495153.07,7445312.45,6234589.1,5454135.01,4972014.76,4468539.05,7908073.31,6297385.32,10058131.11,8217262.68,3996506.07,5388360.8,5484120.531428571,780391.2857217123,4374648.464285715,5519597.2,1440348.8934201985,4387344.89,6829023.169285714,2213080.6990252077,5477919.162142857,6730923.387666667,2170156.069342707,5427990.113,6541140.322833333,2544585.433471385,5666109.431333333,7349193.861666667,3090062.278332735,6184055.772111111,5480868.372539403,6246843.329069495,0.0,0.0,0.0,0.0
2016-08-19,6546299.57,5278113.04,4,19,232,33,8,3,2016,0,1507,9528740.46,7920089.68,6119372.31,4890673.79,5608281.75,4405172.77,6429688.49,5405412.2,5743038.13,4989427.8,7266335.58,5841977.09,7447083.47,5895652.1,3542649.14,4967122.51,5914564.875714286,1715227.1714451862,4754607.342857143,5521996.2992857145,1447490.3686759924,4421257.5492857145,6946671.4321428565,2267207.266192917,5565988.971785715,6882814.244333333,2202033.8516724934,5543041.800666667,6568151.442,2567837.114734019,5693154.504,7343311.743333334,3085347.9819297427,6180753.849888889,6492836.394404553,6458578.627839206,0.0,0.0,0.0,0.0
2016-08-20,5781551.94,4564247.81,5,20,233,33,8,3,2016,1,1508,6546299.57,5278113.04,4911652.24,4032826.41,3417126.9,2778007.61,5794840.19,4693760.16,6234589.1,5454135.01,8500049.69,6752198.15,7687940.04,6156525.22,2826694.43,4029608.29,5975554.484285714,1731238.959547604,4809955.8071428565,5588997.572142857,1473271.4095303796,4483610.425714286,6950836.113571429,2266329.369431865,5561442.573214285,6909589.625666667,2192560.1815143647,5552664.642,6556150.841833334,2566200.894978834,5683756.769833333,7333303.033333333,3086468.4142865418,6173892.304777777,6506202.188303415,6464238.043462483,0.0,0.0,0.0,0.0
2016-08-21,6521389.47,5328696.02,6,21,234,33,8,3,2016,1,1509,5781551.94,4564247.81,4133214.74,3276890.85,4427581.45,3417549.23,4992598.4,3988427.93,6429688.49,5405412.2,10283795.21,8167871.69,8645211.05,7045764.67,2330134.4,3196044.6,6099825.87,1672362.3695725827,4885873.149999999,5757885.075,1334097.376424723,4611199.011428571,6950361.533214286,2266581.7834363054,5556817.132142857,6894488.386999999,2198920.4735871605,5523001.735333334,6510842.546000001,2555273.461091516,5647290.930833333,7312120.943333334,3090546.2046020445,6156200.333555557,6325039.626227561,6420193.778722968,0.0,0.0,0.0,0.0
2016-08-22,5219998.72,4287522.68,0,22,235,34,8,3,2016,0,1510,6521389.47,5328696.02,5605211.59,4497185.08,4350104.4,3457274.61,6602810.86,5210533.01,5794840.19,4693760.16,9872888.2,7950198.34,8183351.87,6580079.91,2980880.01,4035327.45,6440993.68857143,1430394.0913945201,5178988.1742857145,5907442.790714285,1290130.9298214053,4747709.496428572,7004961.2142857155,2235880.1359870657,5604683.849642857,6897545.0863333335,2198315.732876466,5520444.5293333335,6448135.783666667,2506820.987526983,5599971.336333333,7288522.925777777,3088360.459289815,6137121.793,6374127.087170671,6426722.532998906,0.0,0.0,0.0,0.0
2016-08-23,4815121.42,3868404.84,1,23,236,34,8,3,2016,0,1511,5219998.72,4287522.68,5622571.31,4439845.57,5367433.58,4307308.14,7851989.46,6298482.2,4992598.4,3988427.93,7881916.83,6508523.99,9916196.12,7860116.29,2905862.72,4140352.34,6385963.278571429,1474633.4072682285,5149036.4028571425,5969578.099285714,1228849.2723568007,4807012.93,6955575.066428572,2260231.0104917535,5571719.195,6878383.704,2210729.0008951453,5506903.279999999,6370587.625666667,2470790.393239868,5538926.742,7255596.779666666,3094503.755411189,6111648.934888889,6085594.9953780025,6348869.383773171,0.0,0.0,0.0,0.0
2016-08-24,6292751.73,5100249.41,2,24,237,34,8,3,2016,0,1512,4815121.42,3868404.84,5481191.48,4224740.02,6219835.93,4989664.4,7880563.86,6294203.51,6602810.86,5210533.01,6886227.09,6096912.54,12748857.56,10440320.85,3470416.25,4713031.14,6270613.294285715,1572625.1741290635,5067402.012857144,5930127.230714286,1258183.0596918142,4775662.694285714,6847115.493571429,2288311.682331474,5484930.717857144,6872467.804666667,2216180.10791179,5502902.510333333,6319474.368833333,2470717.0101962495,5494924.756166667,7198918.171888888,3091939.266613211,6067296.585444445,5767976.601533502,6249917.902239419,0.0,0.0,0.0,0.0
2016-08-25,8794928.73,6977759.11,3,25,238,34,8,3,2016,0,1513,6292751.73,5100249.41,9528740.46,7920089.68,6515630.05,5260377.53,10561338.25,8364736.75,7851989.46,6298482.2,6698524.32,6144242.3,10645860.16,8560911.95,4027164.09,5549423.27,6386550.472857143,1534172.5746944079,5192474.782857142,5935335.502142857,1259624.6566645126,4783561.6235714285,6790407.9174999995,2281416.5699918,5442289.5,6862132.500333333,2218203.1028115707,5499226.390333333,6309583.112833333,2469597.323107464,5478313.704,7127183.662666666,3036119.742267303,6007962.458333333,5899170.383650127,6252681.374998166,0.0,0.0,0.0,0.0
2016-08-26,5680360.34,4488665.83,4,26,239,34,8,3,2016,0,1514,8794928.73,6977759.11,6546299.57,5278113.04,6119372.31,4890673.79,9786083.49,8009568.05,7880563.86,6294203.51,6871506.56,6833479.69,7818417.53,6306590.85,3564052.29,4867784.09,6281720.225714286,1289193.234987953,5057856.13,6098142.550714286,1470111.229685951,4906231.736428572,6727321.863214286,2196107.790866332,5392754.584285714,6893563.809333335,2239293.0827538893,5521868.954,6344523.186333333,2489939.6371746752,5492205.650833334,7106617.757888889,3018233.5003834344,5990371.871222222,6623109.970237595,6416697.333385382,0.0,0.0,0.0,0.0
2016-08-27,4561647.77,3662367.33,5,27,240,34,8,3,2016,1,1515,5680360.34,4488665.83,5781551.94,4564247.81,4911652.24,4032826.41,6346290.87,5035247.55,10561338.25,8364736.75,8247984.99,8163713.72,6277386.71,4980964.03,8506950.72,11044258.41,6158014.621428572,1301065.2769835696,4945077.957142857,6066784.552857144,1474299.731970013,4877516.882142857,6580688.893571429,2120063.642907231,5267008.076428572,6820223.692,2241881.154200991,5461684.364666667,6324670.749333333,2490415.2470604475,5453125.419833333,7082861.566888888,3020981.010030748,5970172.704333333,6387422.5626781965,6369191.720908905,0.0,0.0,0.0,0.0
2016-08-28,15158669.18,12249721.23,6,28,241,34,8,3,2016,1,1516,4561647.77,3662367.33,6521389.47,5328696.02,4133214.74,3276890.85,11015269.56,8901256.98,9786083.49,8009568.05,13343751.12,13303063.47,15902645.06,12868500.26,7794439.44,10361751.16,5983742.597142858,1434729.5293611435,4816237.888571428,6041784.23357143,1498168.9323286128,4851055.519285714,6516951.64,2153927.6985424007,5217976.64,6620234.009333333,2162854.539734474,5304938.717333334,6263231.795666667,2487632.274722852,5378102.98,7063797.8008888895,3031516.2117049852,5955521.629888888,5930978.8645086475,6252575.9821405895,0.0,0.0,0.0,0.0
