month,category,segment,product_count,stock_on_hand,units_received,units_sold,stockout_days,avg_days_of_supply,avg_fill_rate,stockout_flag_share,overstock_flag_share,reorder_flag_share,avg_sell_through_rate
2016-05-01,Casual,All-weather,19,1921,492,408,18,242.0736842105263,0.9684210526315788,0.631578947368421,0.6842105263157895,0.0,0.1987263157894737
2016-05-01,GenZ,Trendy,37,4420,822,704,54,416.63513513513516,0.951345945945946,0.6216216216216216,0.5135135135135135,0.0,0.23688108108108108
2016-05-01,Outdoor,Activewear,154,32469,3140,2652,167,796.287012987013,0.9638558441558441,0.7532467532467533,0.8766233766233766,0.0,0.11353246753246754
2016-05-01,Outdoor,Premium,30,4212,594,519,35,474.14000000000004,0.96111,0.7666666666666667,0.7333333333333333,0.0,0.15485000000000002
2016-05-01,Streetwear,Balanced,48,9353,1795,1553,80,403.5333333333333,0.9444354166666667,0.7291666666666666,0.7916666666666666,0.0,0.18670833333333334
2016-05-01,Streetwear,Everyday,117,21848,4895,4089,144,291.1094017094017,0.9589752136752138,0.7008547008547008,0.6837606837606838,0.0,0.21364615384615385
2016-05-01,Streetwear,Performance,65,11452,2579,2188,98,204.65846153846152,0.9497415384615384,0.5384615384615384,0.6615384615384615,0.0,0.20314615384615384
2016-05-01,Streetwear,Standard,29,914,158,144,22,206.21724137931034,0.9747172413793104,0.5517241379310345,0.6206896551724138,0.0,0.1958551724137931
2016-06-01,Casual,Activewear,2,24,6,6,2,120.0,0.9667,1.0,1.0,0.0,0.2009
2016-06-01,Casual,All-weather,20,2030,474,415,25,348.235,0.9583349999999999,0.85,0.7,0.0,0.18328
2016-06-01,GenZ,Trendy,39,4645,936,811,44,512.4641025641026,0.9623948717948718,0.5641025641025641,0.48717948717948717,0.0,0.23693846153846154
2016-06-01,Outdoor,Activewear,142,36289,3844,3264,121,1498.5788732394367,0.9715999999999999,0.6056338028169014,0.8943661971830986,0.0,0.11079577464788733
2016-06-01,Outdoor,Premium,32,4349,656,565,37,373.053125,0.9614625,0.8125,0.8125,0.0,0.143384375
2016-06-01,Streetwear,Balanced,47,9885,2172,1840,67,348.51063829787233,0.9524829787234043,0.8085106382978723,0.7659574468085106,0.0,0.187968085106383
2016-06-01,Streetwear,Everyday,119,23110,5650,4777,171,412.0420168067227,0.9521025210084034,0.6638655462184874,0.6134453781512605,0.0,0.2281
2016-06-01,Streetwear,Performance,71,12128,3338,2828,128,229.67042253521126,0.9399028169014085,0.7464788732394366,0.5915492957746479,0.0,0.22855774647887322
2016-06-01,Streetwear,Standard,30,971,210,186,31,184.68333333333334,0.9655533333333334,0.6666666666666666,0.5333333333333333,0.0,0.21948666666666666
2016-07-01,Casual,All-weather,18,2001,322,276,25,342.46666666666664,0.9537,0.8888888888888888,0.8333333333333334,0.0,0.14603888888888888
2016-07-01,GenZ,Trendy,36,4688,771,649,51,608.675,0.9527722222222221,0.8333333333333334,0.5833333333333334,0.0,0.21365833333333334
2016-07-01,Outdoor,Activewear,146,36193,2670,2272,165,1088.2438356164384,0.9623253424657535,0.684931506849315,0.8972602739726028,0.0,0.09679794520547945
2016-07-01,Outdoor,Premium,31,4206,421,360,29,538.1806451612903,0.9688096774193549,0.5483870967741935,0.9032258064516129,0.0,0.11136129032258064
2016-07-01,Streetwear,Balanced,52,10066,1626,1395,89,377.4365384615385,0.94295,0.7884615384615384,0.6923076923076923,0.0,0.18566923076923075
2016-07-01,Streetwear,Everyday,125,25633,4076,3433,149,741.2688,0.9602655999999999,0.704,0.72,0.0,0.1910168
2016-07-01,Streetwear,Performance,64,12483,2083,1753,70,393.603125,0.9635421875,0.640625,0.78125,0.0,0.1657078125
2016-07-01,Streetwear,Standard,26,962,207,181,30,218.39999999999998,0.9615423076923076,0.5384615384615384,0.6153846153846154,0.0,0.2117846153846154
2016-08-01,Casual,Activewear,2,24,6,6,2,120.0,0.9667,1.0,1.0,0.0,0.2009
2016-08-01,Casual,All-weather,20,2111,416,349,18,287.275,0.97,0.6,0.85,0.0,0.166315
2016-08-01,GenZ,Trendy,34,4436,917,777,33,290.0470588235294,0.9676470588235294,0.5882352941176471,0.5294117647058824,0.0,0.24247941176470592
2016-08-01,Outdoor,Activewear,164,39290,3710,3170,170,1653.8115853658535,0.9654512195121951,0.6829268292682927,0.7621951219512195,0.0,0.1490518292682927
2016-08-01,Outdoor,Premium,32,4315,647,551,33,390.246875,0.96563125,0.75,0.875,0.0,0.13101875
2016-08-01,Streetwear,Balanced,53,10608,2199,1857,154,499.84150943396224,0.9031490566037736,0.7735849056603774,0.660377358490566,0.0,0.22096603773584905
2016-08-01,Streetwear,Everyday,124,25714,4026,3371,206,342.23225806451615,0.9446225806451614,0.6532258064516129,0.7741935483870968,0.0,0.17593064516129034
2016-08-01,Streetwear,Performance,66,13306,2342,1943,68,573.7787878787879,0.9656621212121212,0.6515151515151515,0.7121212121212122,0.0,0.1930909090909091
2016-08-01,Streetwear,Standard,25,969,183,162,25,240.548,0.966672,0.72,0.72,0.0,0.185692
2016-09-01,Casual,Activewear,2,24,2,2,0,360.0,1.0,0.0,1.0,0.0,0.07735
2016-09-01,Casual,All-weather,16,1983,258,222,19,278.9875,0.96041875,0.8125,1.0,0.0,0.1166875
2016-09-01,GenZ,Trendy,29,4372,421,362,31,636.1999999999999,0.9643724137931035,0.7586206896551724,0.8275862068965517,0.0,0.14971724137931036
2016-09-01,Outdoor,Activewear,156,33499,2612,2254,161,737.6839743589743,0.965596794871795,0.6730769230769231,0.8076923076923077,0.0,0.12833910256410258
2016-09-01,Outdoor,Premium,29,4555,422,371,33,721.7241379310345,0.9620655172413792,0.7241379310344828,0.896551724137931,0.0,0.09016206896551725
2016-09-01,Streetwear,Balanced,52,10443,1439,1226,136,801.6346153846154,0.9128173076923077,0.7307692307692307,0.75,0.0,0.17902500000000002
2016-09-01,Streetwear,Everyday,121,25914,2212,1864,179,769.5834710743802,0.9506859504132231,0.6611570247933884,0.8429752066115702,0.0,0.1238900826446281
2016-09-01,Streetwear,Performance,60,12785,1303,1104,70,418.6683333333333,0.9611116666666667,0.7833333333333333,0.8333333333333334,0.0,0.13032833333333332
2016-09-01,Streetwear,Standard,23,877,84,78,29,479.38695652173914,0.9579695652173913,0.782608695652174,0.7391304347826086,0.0,0.16025652173913044
2016-10-01,Casual,Activewear,2,24,4,4,1,180.0,0.98335,0.5,1.0,0.0,0.14355
2016-10-01,Casual,All-weather,18,2026,224,199,17,280.3722222222222,0.9685222222222222,0.6666666666666666,0.8888888888888888,0.0,0.11940555555555557
2016-10-01,GenZ,Trendy,34,4191,265,237,28,1477.95,0.9725529411764706,0.5882352941176471,0.8529411764705882,0.0,0.12286764705882354
2016-10-01,Outdoor,Activewear,154,35126,2715,2340,144,816.6753246753246,0.9688337662337663,0.6493506493506493,0.8051948051948052,0.0,0.13747857142857145
2016-10-01,Outdoor,Premium,29,4487,453,397,22,731.944827586207,0.9747206896551724,0.5862068965517241,0.8620689655172413,0.0,0.10964827586206898
2016-10-01,Streetwear,Balanced,47,10503,1281,1074,75,848.3787234042554,0.9468106382978724,0.6170212765957447,0.7659574468085106,0.0,0.16498510638297872
2016-10-01,Streetwear,Everyday,122,25664,1840,1579,142,737.9540983606557,0.9612049180327868,0.7131147540983607,0.860655737704918,0.0,0.1217139344262295
2016-10-01,Streetwear,Performance,52,12414,987,841,48,515.0634615384615,0.9692326923076924,0.6346153846153846,0.8461538461538461,0.0,0.12596346153846152
2016-10-01,Streetwear,Standard,24,932,71,69,21,376.25,0.9708416666666667,0.6666666666666666,0.875,0.0,0.1311166666666667
2016-11-01,Casual,Activewear,2,24,2,2,3,360.0,0.95,1.0,1.0,0.0,0.07735
2016-11-01,Casual,All-weather,16,2017,175,156,14,392.3125,0.9708375,0.625,1.0,0.0,0.098475
2016-11-01,GenZ,Trendy,29,3933,193,171,18,708.4241379310345,0.9793172413793104,0.4827586206896552,0.9310344827586207,0.0,0.08612068965517242
2016-11-01,Outdoor,Activewear,168,35123,3579,3028,187,698.764880952381,0.9628952380952381,0.7261904761904762,0.7797619047619048,0.0,0.14607678571428573
2016-11-01,Outdoor,Premium,32,4543,524,450,28,624.384375,0.970834375,0.59375,0.875,0.0,0.121496875
2016-11-01,Streetwear,Balanced,46,10502,930,781,52,2018.0521739130434,0.9623195652173913,0.6304347826086957,0.8260869565217391,0.0,0.13126739130434784
2016-11-01,Streetwear,Everyday,117,25220,1287,1138,137,1280.0444444444445,0.960968376068376,0.7692307692307693,0.8461538461538461,0.0,0.10677863247863248
2016-11-01,Streetwear,Performance,52,12692,805,702,52,671.948076923077,0.9666653846153845,0.6538461538461539,0.8653846153846154,0.0,0.09957884615384614
2016-11-01,Streetwear,Standard,25,956,68,66,18,436.12,0.9760080000000001,0.56,0.76,0.0,0.148868
2016-12-01,Casual,All-weather,21,2205,221,188,17,465.1380952380952,0.9730190476190476,0.5714285714285714,0.9523809523809523,0.0,0.09388095238095238
2016-12-01,GenZ,Trendy,37,4603,350,307,46,699.2945945945946,0.9585594594594595,0.8378378378378378,0.8108108108108109,0.0,0.14134324324324324
2016-12-01,Outdoor,Activewear,174,37083,7130,6042,215,608.9988505747126,0.9588114942528736,0.6781609195402298,0.7701149425287356,0.0,0.17469022988505747
2016-12-01,Outdoor,Premium,31,4689,655,565,36,469.3354838709677,0.9612870967741936,0.7419354838709677,0.8387096774193549,0.0,0.14930967741935483
2016-12-01,Streetwear,Balanced,47,8768,1043,861,71,1447.7276595744681,0.9496425531914894,0.6595744680851063,0.7446808510638298,0.0,0.15989574468085105
2016-12-01,Streetwear,Everyday,116,25320,1449,1235,129,1256.721551724138,0.9629336206896552,0.6637931034482759,0.8275862068965517,0.0,0.12189482758620689
2016-12-01,Streetwear,Performance,55,12949,781,685,42,705.7145454545455,0.9745454545454546,0.509090909090909,0.8909090909090909,0.0,0.10908545454545454
2016-12-01,Streetwear,Standard,22,875,70,65,20,678.1272727272727,0.9696954545454546,0.5909090909090909,0.7272727272727273,0.0,0.15540454545454543
2017-01-01,Casual,All-weather,19,2110,190,164,18,384.5421052631579,0.9684263157894738,0.6842105263157895,0.9473684210526315,0.0,0.10405789473684211
2017-01-01,GenZ,Trendy,28,3126,123,112,42,1044.5357142857142,0.9499821428571428,0.8214285714285714,0.9642857142857143,0.0,0.0791142857142857
2017-01-01,Outdoor,Activewear,160,34870,2299,1980,181,703.68625,0.9622893749999999,0.7,0.79375,0.0,0.138196875
2017-01-01,Outdoor,Premium,32,4778,366,324,41,806.178125,0.9572875,0.8125,0.9375,0.0,0.080315625
2017-01-01,Streetwear,Balanced,48,9026,921,768,53,1778.175,0.9631916666666668,0.6666666666666666,0.75,0.0,0.1408875
2017-01-01,Streetwear,Everyday,115,25091,1199,1039,126,1386.9834782608696,0.9634765217391305,0.6608695652173913,0.8608695652173913,0.0,0.10375652173913044
2017-01-01,Streetwear,Performance,48,12944,684,587,48,877.34375,0.9666625,0.625,0.9583333333333334,0.0,0.07840833333333333
2017-01-01,Streetwear,Standard,19,829,58,55,25,522.5578947368422,0.9561368421052631,0.8421052631578947,0.8421052631578947,0.0,0.14178947368421052
2017-02-01,Casual,Activewear,2,24,2,2,2,360.0,0.96665,0.5,1.0,0.0,0.07735
2017-02-01,Casual,All-weather,19,2116,192,170,16,355.8421052631579,0.9719263157894736,0.5263157894736842,0.7894736842105263,0.0,0.12020526315789475
2017-02-01,GenZ,Trendy,24,2956,186,160,21,504.8958333333333,0.9708375,0.625,0.9166666666666666,0.0,0.10266249999999999
2017-02-01,Outdoor,Activewear,150,35526,2390,2056,151,834.1953333333333,0.9664466666666668,0.68,0.8333333333333334,0.0,0.118184
2017-02-01,Outdoor,Premium,30,4744,465,394,29,879.8466666666667,0.9677766666666667,0.6333333333333333,0.8666666666666667,0.0,0.11335666666666668
2017-02-01,Streetwear,Balanced,51,10671,1002,855,50,3010.3764705882354,0.9673156862745098,0.6078431372549019,0.8235294117647058,0.0,0.12799607843137256
2017-02-01,Streetwear,Everyday,114,24650,1589,1357,142,1110.461403508772,0.9584798245614035,0.6666666666666666,0.8508771929824561,0.0,0.11678245614035088
2017-02-01,Streetwear,Performance,53,13010,926,808,52,687.622641509434,0.9672924528301887,0.6226415094339622,0.8867924528301887,0.0,0.09654150943396227
2017-02-01,Streetwear,Standard,23,932,74,69,19,448.91739130434786,0.9724565217391303,0.4782608695652174,0.782608695652174,0.0,0.14481739130434781
2017-03-01,Casual,All-weather,20,2158,288,248,17,226.83499999999998,0.9716699999999999,0.6,0.8,0.0,0.16596
2017-03-01,GenZ,Trendy,34,4185,335,289,41,605.314705882353,0.9597970588235294,0.7352941176470589,0.7647058823529411,0.0,0.1425470588235294
2017-03-01,Outdoor,Activewear,158,37443,2978,2548,177,826.693670886076,0.9626575949367088,0.7278481012658228,0.8481012658227848,0.0,0.1328006329113924
2017-03-01,Outdoor,Premium,33,5002,528,439,38,805.0,0.9616212121212121,0.6666666666666666,0.9090909090909091,0.0,0.10276969696969697
2017-03-01,Streetwear,Balanced,52,11341,1571,1355,54,2849.4115384615384,0.9653769230769231,0.6153846153846154,0.7115384615384616,0.0,0.17543846153846154
2017-03-01,Streetwear,Everyday,121,26607,2962,2541,169,885.5636363636363,0.9534396694214876,0.6446280991735537,0.7768595041322314,0.0,0.16167438016528926
2017-03-01,Streetwear,Performance,64,13839,2059,1723,83,410.4296875,0.9567687500000001,0.65625,0.703125,0.0,0.15862500000000002
2017-03-01,Streetwear,Standard,23,854,104,95,18,281.4782608695652,0.9739217391304349,0.6086956521739131,0.5652173913043478,0.0,0.18685652173913042
2017-04-01,Casual,Activewear,2,24,2,2,1,360.0,0.98335,0.5,1.0,0.0,0.07735
2017-04-01,Casual,All-weather,20,2243,460,391,24,200.285,0.9599949999999999,0.75,0.8,0.0,0.169495
2017-04-01,GenZ,Trendy,36,4257,573,496,42,939.1027777777779,0.9611111111111111,0.7777777777777778,0.6666666666666666,0.0,0.20665833333333333
2017-04-01,Outdoor,Activewear,160,38183,3820,3204,132,606.32875,0.9725037500000001,0.5875,0.80625,0.0,0.137601875
2017-04-01,Outdoor,Premium,26,4919,573,476,26,585.5807692307692,0.966673076923077,0.7307692307692307,0.9230769230769231,0.0,0.10048846153846153
2017-04-01,Streetwear,Balanced,50,10751,2037,1709,46,2106.032,0.969338,0.66,0.56,0.0,0.215316
2017-04-01,Streetwear,Everyday,126,26550,4100,3451,207,788.4293650793651,0.9452404761904762,0.7301587301587301,0.6984126984126984,0.0,0.19231031746031746
2017-04-01,Streetwear,Performance,61,13947,2643,2220,94,286.15245901639344,0.9486377049180328,0.7377049180327869,0.7540983606557377,0.0,0.1859295081967213
2017-04-01,Streetwear,Standard,28,1018,160,144,38,254.86785714285716,0.9547607142857143,0.8214285714285714,0.6428571428571429,0.0,0.2072892857142857
2017-05-01,Casual,All-weather,19,2327,579,479,26,147.07894736842104,0.9543736842105263,0.6842105263157895,0.7368421052631579,0.0,0.20335263157894737
2017-05-01,GenZ,Trendy,38,4406,866,731,44,244.13684210526318,0.9614052631578948,0.7368421052631579,0.6842105263157895,0.0,0.23148684210526316
2017-05-01,Outdoor,Activewear,162,36408,3603,3060,163,463.08024691358025,0.9664604938271605,0.6666666666666666,0.8518518518518519,0.0,0.13006975308641977
2017-05-01,Outdoor,Premium,30,5095,561,480,38,958.7066666666667,0.95777,0.6666666666666666,0.9,0.0,0.10231666666666667
2017-05-01,Streetwear,Balanced,51,8897,2166,1853,44,1042.9843137254902,0.9712411764705882,0.5686274509803921,0.6274509803921569,0.0,0.21576666666666666
2017-05-01,Streetwear,Everyday,128,27728,4853,4147,235,1055.64921875,0.938803125,0.7265625,0.671875,0.0,0.20583437499999999
2017-05-01,Streetwear,Performance,63,14477,3084,2587,63,302.03015873015875,0.9666698412698412,0.5396825396825397,0.7301587301587301,0.0,0.1797142857142857
2017-05-01,Streetwear,Standard,27,1023,215,187,37,204.67777777777778,0.9543185185185186,0.8148148148148148,0.5925925925925926,0.0,0.2182777777777778
2017-06-01,Casual,Activewear,2,24,2,2,3,360.0,0.95,1.0,1.0,0.0,0.07735
2017-06-01,Casual,All-weather,22,2464,642,539,24,150.95000000000002,0.9636318181818182,0.6818181818181818,0.6818181818181818,0.0,0.21006363636363637
2017-06-01,GenZ,Trendy,40,4650,1118,945,45,289.4625,0.9625025,0.75,0.4,0.0,0.2621175
2017-06-01,Outdoor,Activewear,160,37980,3741,3198,170,590.588125,0.964584375,0.7125,0.8125,0.0,0.14269875
2017-06-01,Outdoor,Premium,30,5050,506,446,33,685.7333333333333,0.9633266666666667,0.6666666666666666,0.9333333333333333,0.0,0.09541666666666668
2017-06-01,Streetwear,Balanced,49,11140,2783,2307,65,1749.0061224489796,0.9557795918367347,0.7346938775510204,0.5918367346938775,0.0,0.2363591836734694
2017-06-01,Streetwear,Everyday,122,26984,5257,4468,180,538.5426229508197,0.9508213114754099,0.680327868852459,0.6311475409836066,0.0,0.21040901639344262
2017-06-01,Streetwear,Performance,68,15209,3143,2662,99,334.7823529411765,0.9514691176470588,0.7352941176470589,0.6764705882352942,0.0,0.20091176470588237
2017-06-01,Streetwear,Standard,30,1101,250,221,37,232.60333333333335,0.9588866666666667,0.7666666666666667,0.6333333333333333,0.0,0.21878999999999998
2017-07-01,Casual,All-weather,20,2505,397,344,15,283.84000000000003,0.975,0.5,0.85,0.0,0.13401000000000002
2017-07-01,GenZ,Trendy,40,5243,661,557,43,1287.9,0.9641624999999999,0.675,0.775,0.0,0.17528
2017-07-01,Outdoor,Activewear,152,37364,2260,1944,146,711.204605263158,0.967983552631579,0.6513157894736842,0.881578947368421,0.0,0.09647894736842105
2017-07-01,Outdoor,Premium,28,5139,315,279,25,1094.05,0.9702392857142856,0.6071428571428571,0.9642857142857143,0.0,0.06748571428571429
2017-07-01,Streetwear,Balanced,54,10359,2045,1729,58,1840.962962962963,0.9641962962962963,0.7037037037037037,0.6666666666666666,0.0,0.17889074074074074
2017-07-01,Streetwear,Everyday,129,27390,3610,3052,135,1014.54496124031,0.9651178294573644,0.6821705426356589,0.7364341085271318,0.0,0.15993720930232558
2017-07-01,Streetwear,Performance,67,15942,1935,1627,76,725.9507462686566,0.9621880597014926,0.6865671641791045,0.8656716417910447,0.0,0.14477611940298507
2017-07-01,Streetwear,Standard,25,1034,155,141,26,226.9,0.965332,0.68,0.64,0.0,0.188064
2017-08-01,Casual,All-weather,21,2568,454,390,16,198.2238095238095,0.9746047619047619,0.5238095238095238,0.7142857142857143,0.0,0.17296190476190476
2017-08-01,GenZ,Trendy,41,5594,789,666,51,489.380487804878,0.9585341463414634,0.7317073170731707,0.7804878048780488,0.0,0.18084146341463414
2017-08-01,Outdoor,Activewear,176,38872,3315,2826,159,581.1551136363637,0.9698897727272727,0.6193181818181818,0.8011363636363636,0.0,0.12954772727272726
2017-08-01,Outdoor,Premium,30,5114,508,434,37,748.9833333333333,0.9588866666666667,0.8,0.9333333333333333,0.0,0.09369666666666668
2017-08-01,Streetwear,Balanced,56,8740,2054,1752,127,839.5160714285714,0.9244053571428571,0.6607142857142857,0.625,0.0,0.2418642857142857
2017-08-01,Streetwear,Everyday,129,26774,3701,3134,163,739.070542635659,0.9578821705426357,0.6976744186046512,0.7441860465116279,0.0,0.1870341085271318
2017-08-01,Streetwear,Performance,67,15919,2340,1917,71,498.1895522388059,0.964668656716418,0.6119402985074627,0.746268656716418,0.0,0.17088507462686567
2017-08-01,Streetwear,Standard,26,1098,188,166,23,256.55384615384617,0.9705192307692307,0.6153846153846154,0.6538461538461539,0.0,0.20662692307692307
2017-09-01,Casual,All-weather,20,2603,224,197,24,448.16499999999996,0.95999,0.7,0.85,0.0,0.11161499999999999
2017-09-01,GenZ,Trendy,36,5326,445,394,39,703.8416666666667,0.963888888888889,0.6388888888888888,0.7777777777777778,0.0,0.15891666666666668
2017-09-01,Outdoor,Activewear,166,40555,2254,1944,182,989.2981927710844,0.9634548192771085,0.6686746987951807,0.7590361445783133,0.0,0.13677048192771085
2017-09-01,Outdoor,Premium,26,5205,386,333,25,1314.496153846154,0.9679576923076922,0.7307692307692307,1.0,0.0,0.07169615384615385
2017-09-01,Streetwear,Balanced,56,9359,1324,1128,96,1235.3285714285714,0.9428553571428572,0.7321428571428571,0.75,0.0,0.17372142857142858
2017-09-01,Streetwear,Everyday,121,26270,2201,1882,133,926.4438016528925,0.9633619834710744,0.6446280991735537,0.768595041322314,0.0,0.14953719008264463
2017-09-01,Streetwear,Performance,57,15549,1202,1022,53,991.9000000000001,0.9690087719298246,0.6491228070175439,0.8596491228070176,0.0,0.11688596491228069
2017-09-01,Streetwear,Standard,25,1033,129,116,24,318.716,0.967996,0.6,0.68,0.0,0.172592
2017-10-01,Casual,Activewear,6,36,8,8,7,120.0,0.9611166666666667,0.8333333333333334,0.3333333333333333,0.0,0.21451666666666666
2017-10-01,Casual,All-weather,21,2632,318,273,24,286.0190476190476,0.9619095238095238,0.8095238095238095,0.8095238095238095,0.0,0.14845714285714284
2017-10-01,GenZ,Trendy,37,4966,443,383,30,338.1135135135135,0.9729810810810812,0.6216216216216216,0.8108108108108109,0.0,0.16167837837837837
2017-10-01,Outdoor,Activewear,166,38165,2479,2124,207,726.689156626506,0.958433734939759,0.6807228915662651,0.8072289156626506,0.0,0.13698975903614458
2017-10-01,Outdoor,Premium,28,5312,447,383,28,880.1,0.9666642857142858,0.6428571428571429,1.0,0.0,0.07040357142857143
2017-10-01,Streetwear,Balanced,55,8968,1288,1110,71,884.0290909090909,0.9569654545454546,0.6909090909090909,0.7272727272727273,0.0,0.1845309090909091
2017-10-01,Streetwear,Everyday,126,27439,1785,1534,129,992.9738095238095,0.9658730158730159,0.6666666666666666,0.8333333333333334,0.0,0.1283015873015873
2017-10-01,Streetwear,Performance,61,15519,1124,951,60,531.2836065573771,0.9672131147540983,0.6557377049180327,0.8524590163934426,0.0,0.11263770491803278
2017-10-01,Streetwear,Standard,22,1029,84,78,23,427.7863636363636,0.96515,0.6818181818181818,0.8181818181818182,0.0,0.13111363636363638
2017-11-01,Casual,Activewear,4,23,85,74,62,9.275,0.48335,1.0,0.0,0.0,0.766
2017-11-01,Casual,All-weather,21,2659,203,173,33,449.6190476190476,0.9476095238095238,0.7142857142857143,0.8095238095238095,0.0,0.12284285714285714
2017-11-01,GenZ,Trendy,27,4471,189,168,27,653.7407407407408,0.9666629629629631,0.6296296296296297,0.9259259259259259,0.0,0.09267777777777778
2017-11-01,Outdoor,Activewear,176,41593,2840,2434,268,1115.4079545454545,0.9492375,0.6704545454545454,0.8068181818181818,0.0,0.13356931818181816
2017-11-01,Outdoor,Premium,27,5126,394,343,26,1047.037037037037,0.9679037037037038,0.6666666666666666,1.0,0.0,0.06797407407407408
2017-11-01,Streetwear,Balanced,52,8385,952,822,61,706.7615384615384,0.9608961538461538,0.7115384615384616,0.7884615384615384,0.0,0.15174807692307693
2017-11-01,Streetwear,Everyday,115,25386,1243,1073,121,907.8730434782608,0.964928695652174,0.6956521739130435,0.8434782608695652,0.0,0.11306521739130435
2017-11-01,Streetwear,Performance,56,15486,833,694,72,855.2482142857143,0.9571357142857143,0.7857142857142857,0.9285714285714286,0.0,0.08743214285714286
2017-11-01,Streetwear,Standard,17,845,61,57,25,474.61764705882354,0.9509764705882352,0.7058823529411765,0.6470588235294118,0.0,0.15960588235294115
2017-12-01,Casual,Activewear,4,33,76,66,43,14.75,0.641675,1.0,0.0,0.0,0.67665
2017-12-01,Casual,All-weather,22,2717,190,166,33,596.9818181818182,0.9500045454545455,0.8181818181818182,0.8181818181818182,0.0,0.14409545454545455
2017-12-01,GenZ,Trendy,37,5157,288,250,39,773.4,0.9648675675675675,0.7297297297297297,0.8108108108108109,0.0,0.10762702702702703
2017-12-01,Outdoor,Activewear,170,41287,5350,4498,264,899.3511764705883,0.9482341176470589,0.6588235294117647,0.7764705882352941,0.0,0.15346235294117647
2017-12-01,Outdoor,Premium,27,5400,445,381,23,839.6518518518518,0.9716148148148148,0.6666666666666666,1.0,0.0,0.06738888888888889
2017-12-01,Streetwear,Balanced,49,9799,749,649,57,1570.3224489795919,0.9612244897959183,0.7346938775510204,0.7755102040816326,0.0,0.1390734693877551
2017-12-01,Streetwear,Everyday,117,25070,1111,966,127,1027.9948717948716,0.9638196581196582,0.6923076923076923,0.8632478632478633,0.0,0.10805897435897435
2017-12-01,Streetwear,Performance,59,15718,714,613,61,864.3864406779661,0.965535593220339,0.6779661016949152,0.8983050847457628,0.0,0.09006779661016949
2017-12-01,Streetwear,Standard,24,1054,89,82,25,537.6166666666667,0.965275,0.6666666666666666,0.75,0.0,0.16007916666666666
2018-01-01,Casual,Activewear,4,42,55,46,20,29.65,0.8332999999999999,1.0,0.0,0.0,0.5231
2018-01-01,Casual,All-weather,22,2726,173,153,24,632.8409090909091,0.9636363636363636,0.7272727272727273,0.8636363636363636,0.0,0.11458181818181817
2018-01-01,GenZ,Trendy,32,4994,168,149,26,1115.615625,0.97291875,0.5625,0.9375,0.0,0.075540625
2018-01-01,Outdoor,Activewear,160,38595,1733,1502,156,962.923125,0.9674987500000001,0.6375,0.8625,0.0,0.095781875
2018-01-01,Outdoor,Premium,28,5285,310,270,29,804.7857142857143,0.9654678571428572,0.6071428571428571,1.0,0.0,0.06598571428571429
2018-01-01,Streetwear,Balanced,50,9177,776,689,53,1059.242,0.964662,0.66,0.78,0.0,0.140478
2018-01-01,Streetwear,Everyday,110,24900,1074,942,106,1114.9709090909091,0.9678781818181819,0.6363636363636364,0.8181818181818182,0.0,0.11728363636363635
2018-01-01,Streetwear,Performance,52,16369,781,677,57,1311.478846153846,0.9634519230769231,0.6346153846153846,0.9423076923076923,0.0,0.06721153846153846
2018-01-01,Streetwear,Standard,21,956,53,52,15,539.4190476190475,0.9761952380952381,0.5238095238095238,0.7619047619047619,0.0,0.1354857142857143
2018-02-01,Casual,Activewear,6,75,71,62,18,136.9,0.9,0.6666666666666666,0.3333333333333333,0.0,0.38805
2018-02-01,Casual,All-weather,21,2702,218,185,26,682.9142857142857,0.9587238095238094,0.7142857142857143,0.8571428571428571,0.0,0.11412380952380952
2018-02-01,GenZ,Trendy,31,5240,225,197,27,1166.0580645161292,0.970967741935484,0.5806451612903226,0.9354838709677419,0.0,0.0762
2018-02-01,Outdoor,Activewear,158,39708,2174,1874,156,850.2518987341772,0.9670860759493671,0.6329113924050633,0.7974683544303798,0.0,0.12654050632911393
2018-02-01,Outdoor,Premium,25,5235,396,334,37,708.0160000000001,0.9506600000000001,0.92,1.0,0.0,0.0602
2018-02-01,Streetwear,Balanced,53,8644,1032,885,47,560.5603773584905,0.9704415094339622,0.6037735849056604,0.8113207547169812,0.0,0.15769245283018868
2018-02-01,Streetwear,Everyday,129,26854,1591,1380,164,933.4441860465116,0.9576232558139535,0.6744186046511628,0.813953488372093,0.0,0.12179457364341084
2018-02-01,Streetwear,Performance,59,16285,1039,879,56,867.9305084745763,0.9683627118644068,0.6440677966101694,0.8305084745762712,0.0,0.11172881355932203
2018-02-01,Streetwear,Standard,19,1027,71,65,21,506.5894736842106,0.9631578947368421,0.7368421052631579,0.9473684210526315,0.0,0.1116157894736842
2018-03-01,Casual,Activewear,4,59,66,58,15,33.85,0.875,1.0,0.0,0.0,0.478
2018-03-01,Casual,All-weather,25,2833,405,350,42,316.372,0.9440040000000001,0.6,0.72,0.0,0.18265599999999999
2018-03-01,GenZ,Trendy,38,5046,472,407,38,366.0815789473684,0.9666710526315789,0.7105263157894737,0.7368421052631579,0.0,0.1465578947368421
2018-03-01,Outdoor,Activewear,152,39477,2373,2016,154,891.6907894736842,0.9662269736842105,0.6644736842105263,0.8092105263157895,0.0,0.12210789473684211
2018-03-01,Outdoor,Premium,24,5211,404,336,28,1184.9916666666666,0.9611125,0.7916666666666666,1.0,0.0,0.0634875
